RNUM,PUBLISHER,COLLECTIONDB,CREATOR,TITLE,ALTERNATIVETITLE,ISSUEDDATE,MODIFIEDDATE,SUBJECT,SUBJECTKEYWORD,FORMAT,DESCRIPTION,LANGUAGE,REFERENCEIDENTIFIER,LOCALID,UCI,URL,CONTEXTNAME,REGDATE,INSERTDATE,SUBDESCRIPTION,VIEWCNT,HASPART,PERSON,RIGHTS,TEMPORALCOVERAGE,VENUE,CREATEDDATE,SUBJECTCATEGORY,SPATIAL,REFERENCE,CHARGE,AFFILIATION,STATE,CONTRIBUTOR,EXTENT,GRADE,PERIOD,TIME,TABLEOFCONTENTS,SPATIALCOVERAGE
"783","1371000","추천여행지","대한민국 정책브리핑","예술 향기 가득한 인천 신시모도","","20201029163504","","","",""," 인천 옹진군 북도면에 자리한 신시모도는 수도권에서 가기 쉬운 섬이다. 신도와 시도, 모도가 다리로 연결된 신시모도에 예술 작품이 가득한 배미꾸미조각공원이 있다. 이곳에는 조각가 이일호 선생의 사랑과 고통, 삶과 죽음을 형상화한 초현실주의 작품 80여 점이 자유분방하게 전시되어 있다. 작품이 바닷가에 있어 파도 높이와 물때에 따라 다른 감성으로 다가온다. 공원 울타리 밖에 있는 조형물인 ‘버들선생’은 만조 때엔 아래 부분이 물에 잠겨 바다에 떠 있는 듯 착각을 일으킨다. 이곳은 출렁이는 파도 소리를 들으며 작품을 감상하는 맛이 이채롭다. 공원 앞마당이 갯벌이고, 천장은 푸른 하늘이며, 이따금 바다 위로 비행기도 날아다닌다. 여행자는 작가가 작품을 만든 의도를 상상하며 자유롭게 공원을 둘러본다. 작품과 어우러진 카페는 여유 있게 차 한 잔 즐기기 적당하며, 숙소도 겸한다.   모도는 박주기가 인기 있다. 땅이 박쥐를 닮아 붙은 지명으로, 이곳 바닷가엔 ‘Modo’라고 쓰인 빨간색 조형물이 설치돼 사진 명소로 알려졌다. 시도에선 풍광이 뛰어난 수기해변을 빠뜨리지 말자. 드라마 〈풀하우스〉 촬영지로, 해변이 아름답고 바다 건너 강화도 마니산과 동막해수욕장이 보인다. 신도에는 걷기 좋은 구봉산(178m)이 있다. 산길이 완만해 신선한 공기를 마시며 트레킹하기 적당하다. ","","","140","801","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=801","","2026-06-02","2022-12-08","","1522","","","","","","2026-06-01 00:30:00","Y","10","옹진군청 관광문화진흥과 032)899-2242","","","04","","","","","","","인천 옹진군 북도면"
"784","1371000","추천여행지","대한민국 정책브리핑","‘독 짓는 장인’들의 숨결이 깃든 곳, 외고산옹기마을","","20140225174710","","","","","울산 울주군 외고산 옹기마을은 옹기 장인들의 숨결이 담긴 마을이다. 울산광역시 무형문화재로 지정된 장인 8명이 이곳에서 직접 옹기를 만들고 가마에 구워내며 삶을 꾸려가고 있다. 옹기마을에 옹기장들이 처음 정착한 것은 50여 년 전으로, 이곳에는 선친의 대를 이어 2대째 옹기를 만드는 장인들도 있다. 옹기 제조업이 번성하던 1970년대에는 옹기를 만드는 집이 150세대가 넘기도 했다. 옹기마을 곳곳을 둘러보면 지나는 골목마다 따뜻한 온기가 전해진다. 마당 가득 쌓인 옹기 외에도 전통 황토 가마, 옹기를 테마로 한 다양한 조형물에서 ‘독 짓는 장인’들의 흔적이 전해진다. 마을 뒤편 울산옹기박물관에서는 세계 각국의 옹기를 만날 수 있으며, 옹기 구입과 도예 체험도 가능하다. 옹기마을에서 일출 명소 간절곶이 가깝다. ","","","55","273","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=273","","2026-06-02","2022-12-08","","2442","","","","","","2026-06-01 00:30:00","Y","05","외고산옹기마을 052)237-7894 ","","","07","","","","","","","울산광역시 울주군 온양읍 외고산3길"
"785","1371000","추천여행지","대한민국 정책브리핑","활을 잘 쏘는 나라의 혼과 맥을 잇다, 파주 궁시장 영집 유영기","","20140225174828","","","","","주몽, 김윤후, 이성계 그리고 조선 정조. 이들의 공통점은 무엇일까? 역사적으로 활을 잘 쏜 인물이다. 우리나라는 예부터 활을 잘 쏘기로 유명했다. 활을 잘 쏘는 민족답게 활과 화살의 혼과 맥이 대대로 이어져 내려오는 곳이 있다. 경기도 파주시에 있는 영집 궁시박물관이다. 중요무형문화재 47호 궁시장 영집 유영기 선생이 세운 활과 화살 전문 박물관으로, 5대째 이어 내려온 활과 화살에 대한 애정과 전통문화에 대한 신념과 고집이 오롯이 남아 있는 곳이다.  영집 궁시박물관에서 헤이리 예술마을이 지척이다. 한립토이뮤지엄, 한향림   세라믹 뮤지엄 등 다양한 박물관과 전시관, 체험 시설이 있어 가족 단위 근교 여행지로 손색이 없으며, 독특한 건축물에 분위기 좋은 카페와 전시관, 북 카페 등이 많아 데이트 코스로도 제격이다. 모산목장에서 낙농 체험도 즐겨보자.","","","55","274","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=274","","2026-06-02","2022-12-08","","2061","","","","","","2026-06-01 00:30:00","Y","19","영집 궁시박물관 031)944-6800","","","10","","","","","","","경기도 파주시 탄현면 국원말길 "
"786","1371000","추천여행지","대한민국 정책브리핑","쪽빛으로 세상을 물들이다, 염색장 정관채","","20140225174930","","","","","중요무형문화재 115호 염색장 정관채(56)씨는 쪽 염색의 대가다. 그가 태어나고 자란 전남 나주시 다시면 샛골에서는 예부터 목화를 많이 재배했다. 영산강 변에는 쪽이 많았다. 무명천을 짜고 거기에 쪽물을 들이는 일은 그가 태어나기 전부터 샛골 사람들이 해온 일이다. 태어난 곳의 자연환경과 거기에 기대어 사는 사람들의 모습이 그를 쪽 염색의 길로 자연스럽게 인도한 셈이다. 젊은 시절 미술을 전공하면서 쪽 염색에 인생을 걸었다. 한국전쟁 이후 끊어진 쪽 염색의 맥을 이은 것이다. 손톱에 쪽물 빠질 날 없던 그는 2001년 9월 무형문화재로 지정된다. 영산강이 유유히 흐르는 다시평야 한쪽에 있는 전수관은 쪽 염색을 전문적으로 배우려는 사람들과 쪽 염색 체험을 해보고 싶은 사람들에게 열린 공간이다.  나주에 가면 나주읍성을 돌아보고 100년 전통의 곰탕을 맛본다. 영산포 황포돛배를 타고 영산포 홍어거리에서 홍어의 참맛을 즐긴다. 불회사와 명하쪽빛마을 등도 돌아볼 만하다. ","","","55","275","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=275","","2026-06-02","2022-12-08","","2202","","","","","","2026-06-01 00:30:00","Y","04","중요무형문화재 115호 염색장 정관채 전수관 061)332-5359","","","15","","","","","","","전남 나주시 다시면 무숙로"
"787","1371000","추천여행지","대한민국 정책브리핑","담금질과 두드림의 연금술사, 삼화대장간 야장 김명일","","20140225175045","","","","","충주는 예부터 철의 으뜸 생산지였다. 고려 시대 몽골에 대승을 거둔 곳도 충주 지역으로, 몽골보다 월등한 철제 무기가 있었기에 가능했다고 전해진다. 충주시 무학시장 입구 누리장터에 자리한 삼화대장간은 60년 넘는 세월 동안 쇠를 녹여 철제 기구들을 제작해온 야장(충북 무형문화재 13호)이 운영하는 곳이다. 올해 75세인 도지정 무형문화재 야장 김명일 선생이 직접 제작한 화로에서 쇠를 담금질하는 과정과 다양한 도구들이 만들어지는 과정을 볼 수 있다.  고려 시대 사찰인 단호사 대웅전에 모셔진 철조여래좌상(보물 512호)은 철로 제작된 불상의 독특한 아름다움을 보여준다. 우리나라의 전통 무예 택견을 체험할 수 있는 충주시 택견전수관과 충주세계무술박물관이 있는 충주세계무술공원도 함께 돌아보자. ","","","55","276","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=276","","2026-06-02","2022-12-08","","2416","","","","","","2026-06-01 00:30:00","Y","02","삼화대장간 043)848-4079","","","12","","","","","","","충북 충주시 충의8길 1"
"788","1371000","추천여행지","대한민국 정책브리핑","손끝에서 피어난 맛과 멋, 김치 명인 김순자와 전통 폐백 명인 최학선","","20140225175203","","","","","부천문화원 한옥체험마을에 자리한 김치테마파크는 국내 김치 명인 1호 김순자 명인의 비법을 배울 수 있는 곳이다. 유치원생부터 전문가 과정까지 다양한 체험 프로그램을 마련해 누구나 손쉽게 김치를 만들어볼 수 있다. 맛깔손 전통음식체험관에서는 최학선 전통 폐백 명인에게 떡케이크, 강정, 양갱 등 우리 먹거리 만드는 법을 배울 수 있다.  한옥체험마을과 가까운 한국만화박물관은 국내 만화의 메카로, 한국 만화의 역사와 발자취가 담긴 수많은 자료들이 전시되었다. 미니어처 테마파크 아인스월드는 세계 유명 건축물을 1/25 크기로 축소․전시한 곳이다. 자유의 여신상, 에펠탑, 만리장성(萬里長城) 등이 실제와 똑같은 형태로 재현되었다. 부천로보파크도 가족 나들이 장소로 인기다. 국내 최초의 로봇 상설 전시장으로, 다양한 지능형 로봇들이 전시되었다. ","","","55","277","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=277","","2026-06-02","2022-12-08","","2734","","","","","","2026-06-01 00:30:00","Y","05","부천시청 문화관광팀 032)625-3117","","","10","","","","","","","경기도 부천시 길주로"
"789","1371000","추천여행지","대한민국 정책브리핑","아이에서 어른까지 삶의 의미를 지어가는 놀이터, 울산 세대공감창의놀이터","","20211129112825","","","",""," 세대공감창의놀이터는 주민 혐오 시설이던 음식물 처리장이 도시 재생 프로젝트로 새롭게 태어난 곳이다. 울산 북구가 주민 의견을 수렴해 복합 문화 공간으로 바꿨다. 세대공감창의놀이터는 어린이를 위한 창의적인 친환경 놀이 공간, 모든 세대가 공감하는 가족 중심 공동체와 문화 예술 활동 체험 공간을 지향한다. 유아와 어린이를 위한 그물놀이터와 나무놀이터가 상설 운영되는데, 아이보다 학부모에게 환영받는다. 세대공감창의놀이터의 진가는 기획 프로그램에서 드러난다. 학생들이 집을 설계하고 시공하는 ‘청소년 건축학교’, 지구별에서 살아남기 위한 필수 생존 기술을 습득하는 ‘지구별 생존기’, 부자(父子)가 더욱 가까워지는 ‘아빠와 함께하는 1박 2일 놀이캠프’ 등 재미있는 프로그램이 많다.   세대공감창의놀이터를 둘러본 뒤에는 울산 북구의 명소를 찾아보자. 송정동에 있는 송정박상진호수공원은 대한광복회 총사령을 지낸 박상진 의사의 이름이 붙은 공원으로, 덱 로드를 따라 호젓하게 산책하기 좋다. 정자항은 울산 북구의 대표적 항구로 남쪽 방파제에 자리한 귀신고래등대가 명물이다. 강동화암주상절리(울산기념물)는 동해안에서 가장 오래된 주상절리로 수평이나 수직으로 형성된 다양한 생김새가 볼 만하다.","","","143","842","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=842","","2026-06-02","2022-12-08","","785","","","","","","2026-06-01 00:30:00","Y","04","울산광역시청 관광진흥과 052-229-3893","","","07","","","","","","","울산 북구 중보1길"
"790","1371000","추천여행지","대한민국 정책브리핑","어둠의 벙커에서 빛과 음악의 궁전으로, 서귀포 빛의벙커","","20211129112908","","","",""," 빛의벙커는 몰입형 미디어 아트 전시장이다. 1990년 해저 광케이블 관리 센터로 지은 국가 기간 시설을 활용했다. 가로 100m, 세로 50m, 높이 10m 단층 건물 위에 흙을 덮고 나무를 심어 마치 산의 일부처럼 보인다. 보안 속에 관리되던 시설은 2012년 민간에 불하하며 공개됐다. 2015년 제주커피박물관 바움이 옛 사무실과 숙소동에 들어서고, 2018년 빛의벙커가 센터에 개관했다. 빛의벙커는 개관 기념 전시로 그해 〈구스타프 클림트―색채의 향연〉과 2019년 〈빈센트 반 고흐―별이 빛나는 밤〉을 열었고, 현재는 르누아르와 모네, 샤갈, 클레 등의 작품을 미디어 아트로 전시한다. 빔 프로젝터 90대가 벽과 바닥 등에 영상을 투사해 거장의 회화 이미지를 연출하는데, 고전의 새로운 해석이다. 내부 공간의 겹치는 면과 선을 활용하면 색다른 사진을 연출할 수 있다. 빛의벙커 옆 제주커피박물관 바움은 창이 넓어 숲을 바라보며 커피 마시기 좋다.   광치기해변은 빛의벙커에서 가장 가까운 해변이다. 이끼 낀 빌레(너럭바위)와 성산일출봉이 장관이다. 본태박물관은 전통 공예품과 거장의 현대미술 작품을 전시한다. 2관 2층 통로에서 보이는 제주 바다 파노라마 뷰가 인상 깊다. 서귀포매일올레시장은 제주 간식 ‘먹부림’ 천국이다.","","","143","843","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=843","","2026-06-02","2022-12-08","","612","","","","","","2026-06-01 00:30:00","Y","02","빛의벙커 1522-2653","","","18","","","","","","","제주 서귀포시 서성일로 1168번길"
"791","1371000","추천여행지","대한민국 정책브리핑","겨울이 따뜻해지는 쌀찐빵 체험, 원주 황둔삼송마을","","20220125133621","","","",""," 강원도 원주시 신림면에 자리 잡은 황둔삼송마을은 치악산과 감악산이 병풍처럼 드리워진 마을이다. 이곳은 다양한 쌀찐빵으로 유명한데, 반죽에 백련초와 호박, 파프리카 등을 넣어 여러 가지 색을 내고, 팥과 함께 고구마로 소를 만든다. 팥소 대신 채소를 넣은 찐빵도 있다. 황둔삼송마을을 대표하는 쌀찐빵 만들기 체험은 파워포인트를 활용한 교육으로 시작해 나만의 찐빵 빚기, 숙성하기, 찌기 등으로 이어진다. 찐빵이 숙성되고 익기를 기다리는 동안 마을 산책, 솔방울 공예나 손거울 만들기 같은 체험도 할 수 있다. 봄이면 파프리카 온실에서 수확 체험을, 여름에는 자그마한 인공 연못에서 송어 잡기 체험을 한다. 숲속 놀이터와 측백나무 미로를 갖춘 피노키오숲 체험도 흥미롭다.   황둔삼송마을이 위치한 신림면에 또 다른 볼거리가 많다. 용암리 용소막성당(강원유형문화재)은 1915년에 세운 근대 문화유산이다. 황둔리 고판화박물관은 한·중·일뿐 아니라 티베트, 몽골 등 아시아 전역의 고판화 작품을 감상할 수 있는 곳이다. 원주 시내에 있는 강원감영(사적)도 둘러볼 만하다. 조선 시대 내내 강원도의 중심 역할을 했으나, 20세기에 접어들면서 건물이 대부분 사라졌다가 지금은 일부가 복원된 상태다.","","","144","844","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=844","","2026-06-02","2022-12-08","","455","","","","","","2026-06-01 00:30:00","Y","02","황둔삼송마을 033-765-3381","","","11","","","","","","","강원 원주시 신림면 송계로"
"792","1371000","추천여행지","대한민국 정책브리핑","하얀 겨울을 추억하다, 평창 대관령눈꽃마을과 하늘목장","","20220125133702","","","",""," 대관령눈꽃마을과 하늘목장은 각각 황병산(1407m)과 선자령(1157m) 자락 고원지대에 자리 잡아, 설경이 아름다운 여행지다. 겨울을 대표하는 체험 거리도 있어 아이나 어른 모두 신나게 놀기 좋다. 대관령눈꽃마을은 봅슬레이 눈썰매를 타고, 마을 내 체험 공방에서 이안의숲이 진행하는 목공예와 숲 체험까지 곁들일 수 있다. 대관령눈꽃마을에서 보내는 하룻밤은 ‘별멍’과 ‘불멍’을 하며 편안하게 즐기는 휴식 시간이다. 이웃한 하늘목장에서는 트랙터마차를 타고 풍력발전기와 어우러진 선자령을 만나고, 소박하고 평화로운 목장의 겨울 풍경을 눈에 담으며 산책해보자. 동물과 교감하는 승마, 건초 주기 체험이 아이들에게 인기다.   겨울 힐링 여행지로 손색없는 모나파크용평리조트는 발왕산관광케이블카와 기스카이워크가 인기다. 무장애 덱으로 조성한 ‘천년주목치유숲’도 사계절 다양한 풍광을 선사한다. 알펜시아리조트 스키점프전망대는 영화 〈국가대표〉 촬영지로, 2018년 평창동계올림픽의 환호성이 들리는 듯하다. 스키점프 선수가 뛰어내리는 K-98 점프대를 관람할 수 있다.","","","144","845","https://www.mcst.go.kr/kor/s_culture/tour/tourView.jsp?pSeq=&pDetailSeq=845","","2026-06-02","2022-12-08","","523","","","","","","2026-06-01 00:30:00","Y","11","평창군청 문화관광과 033-330-2742","","","11","","","","","","","강원 평창군 대관령면 차항서녘길(대관령눈꽃마을) / 대관령면 꽃밭양지길(하늘목장)"
