TITLE,ISSUEDDATE,CATEGORY1,CATEGORY2,CATEGORY3,INFORMATION,TEL,OPERATINGTIME,ADDRESS,COORDINATES,RNUM
"그남자의이태리식당앤라운지","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1424-3356","월-금 12시-22시,토-일 12시-22시","(15361)경기도 안산시 단원구 고잔1길 40","N37.318037, E126.837729","73"
"광야","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1318-1486","월-금 11시30분-22시,토-일 11시30분-22시","(03993)서울특별시 마포구 월드컵북로4길 82","N37.559346, E126.923119","74"
"과카몰레 현대백화점 무역센터점","2022-11-30","음식점/유흥시설","남미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","","(06164)서울특별시 강남구 테헤란로 517","N37.508614, E127.059754","75"
"광안리남매","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 가능|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","070-4312-6566","월-금 12시-24시,토-일 12시-24시","(48304)부산광역시 수영구 남천동로108번길 54","N35.146716, E129.114074","76"
"그라넘다이닝라운지","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-2250-8000","월-금 06시30분-22시,토-일 06시30분-22시","(04605)서울특별시 중구 장충단로 60","N37.550055, E127.002326","77"
"그녀의브리또","2022-11-30","음식점/유흥시설","남미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1440-1138","월-금 11시30분-20시,토-일 11시30분-20시","(51495)경상남도 창원시 성산구 마디미로4번길 9","N35.224112, E128.684672","78"
"그대만의작은공간","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1310-0289","월-수 11시-22시,목-금 11시-24시,토 11시-24시,일 11시-22시","(14103)경기도 안양시 동안구 평촌대로 130","N37.38394, E126.960447","79"
"그라찌에","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","055-372-5520","월-금 11시30분-22시,토-일 11시30분-22시","(50613)경상남도 양산시 백호로 36","N35.320233, E128.999583","80"
"그라도","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-712-7774","월-금 11시30분-22시,토 11시30분-22시,일 11시30분-21시30분","(13560)경기도 성남시 분당구 정자일로 135","N37.361797, E127.1052","81"
"그리니티","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1429-1101","월-금 08시-21시,토-일 08시-21시","(63229)제주특별자치도 제주시 신설로9길 2","N33.492916, E126.544789","82"
"그롬","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1320-6319","월-금 11시-22시,토-일 11시-22시","(06075)서울특별시 강남구 영동대로138길 21","N37.523487, E127.056174","83"
"구르카","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-336-8337","","(04040)서울특별시 마포구 와우산로21길 20-6","N37.55262, E126.922984","84"
"도깨비굴","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1348-8090","월-금 11시-22시,토 17시-22시","(07331)서울특별시 영등포구 의사당대로 127","N37.520268, E126.926381","85"
"도래미시","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-8017-8834","화-금 11시30분-18시,토-일 11시30분-18시","(13463)경기도 성남시 분당구 산운로32번길 14","N37.391692, E127.065382","86"
"그랜마스 서귀포직영점","2022-11-30","음식점/유흥시설","북미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 가능|휠체어 대여 가능|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1473-5536","월-금 08시-19시30분,토-일 08시-19시30분 ","(63566)제주특별자치도 서귀포시 신서로48번길 52","N33.252791, E126.510373","87"
"그램마","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-741-7112","월-금 11시-22시,토-일 11시-22시","(48058)부산광역시 해운대구 수영강변대로 120","N35.171037, E129.127085","88"
"그랩어","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","02-792-3009","화-금 09시30분-20시,토-일 09시30분-20시","(04338)서울특별시 용산구 신흥로3가길 10","N37.54135, E126.985916","89"
"그런날그런밤","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1401-8823","","(10071)경기도 김포시 김포한강4로 521","N37.645835, E126.626104","90"
"그럼피베이비","2022-11-30","음식점/유흥시설","북미음식","","무료주차 가능|발렛주차 불가|유아의자 대여 가능|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","064-726-0466","수-금 10시-15시,토-일 08시-15시","(63521)제주특별자치도 서귀포시 안덕면 녹차분재로 65","N33.290804, E126.300704","91"
"그레이","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1311-9135","월-금 11시-22시,토-일 11시-22시","(10908)경기도 파주시 경의로 1114","N37.71662, E126.760396","92"
"그레이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1424-9334","월-금 18시-03시,토-일 18시-03시","(06018)서울특별시 강남구 압구정로50길 16","N37.527431, E127.037721","93"
"그레이몽키","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0504-1400-5127","월-수,금 11시-21시,토 11시-21시","(22359)인천광역시 중구 운중로14번길 15","N37.492712, E126.536151","94"
"구르만김해","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","월-금 09시-21시,토 09시-21시,일 14시-21시","(50915)경상남도 김해시 호계로499번길 8-6","N35.235178, E128.883615","95"
"구르메","2022-11-30","음식점/유흥시설","동아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","051-714-5788","월-금 11시-21시,토 11시-21시","(48511)부산광역시 남구 용소로13번길 61","N35.137701, E129.103635","96"
"그레이트히말라야","2022-11-30","음식점/유흥시설","인도아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-243-1187","월-금 11시-22시30분,토-일 11시-22시30분","(16455)경기도 수원시 팔달구 매산로 7-1","N37.267264, E127.002328","97"
"그로또","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-205-7220","월-금 10시-22시,토 10시-22시","(16705)경기도 수원시 영통구 청명북로 2","N37.251808, E127.078943","98"
"구르메식당","2022-11-30","음식점/유흥시설","유럽음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1304-7487","월-금 11시30분-20시30분,토-일 11시30분-20시30분","(46291)부산광역시 금정구 금정로60번길 23-8","N35.229993, E129.087608","99"
"포케웨이브","2022-11-30","음식점/유흥시설","북미음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","11시30분-21시,11시30분-21시","(57964)전라남도 순천시 역전길 34","N34.948006, E127.498746","100"
"포베이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-698-2900","11시-22시,11시-22시","(13536)경기도 성남시 분당구 판교역로18번길 28","N37.386151, E127.111012","101"
"포베이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-698-2900","11시-22시,11시-22시","(13493)경기도 성남시 분당구 판교역로 240","N37.40207, E127.110443","102"
"포베이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","031-240-1379","11시-22시,11시-22시","(16622)경기도 수원시 팔달구 덕영대로 924","N37.266039, E127.000664","103"
"포베이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1332-5574","11시-22시,11시-22시","(16088)경기도 의왕시 부곡중앙남2길 1","N37.320758, E126.950709","104"
"포원","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","","11시30분-21시,11시30분-21시","(05702)서울특별시 송파구 송이로17길 60","N37.502038, E127.125609","105"
"포웨이 쌀국수 논현점","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 불가|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장불가|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","032-288-2900","","(21641)인천광역시 남동구 호구포로 201","N37.401287, E126.708248","106"
"포베이","2022-11-30","음식점/유흥시설","동남아시아음식","","무료주차 가능|발렛주차 불가|유아의자 대여 불가|휠체어 대여 불가|반려동물 동반 입장가능|채식 메뉴 없음|할랄음식 메뉴 없음|글루텐프리 메뉴 없음","0507-1430-3347","10시30분-19시,10시30분-19시","(16006)경기도 의왕시 이미로 40","N37.40029, E126.990539","107"
